Date,Div Yld,Grwth Rate,Div Pay Ratio,Mkt Return,RF Rate,Premium
5/16/12,2.12%,11.14%,35.97%,9.19%,0.0239,6.80%
5/16/12,2.34%,11.01%,27.05%,10.81%,0.0176,9.05%
5/17/12,1.89%,11.91%,35.59%,9.20%,0.0235,6.85%
5/17/12,2.38%,10.97%,27.06%,10.85%,0.017,9.15%
5/18/12,2.39%,10.96%,27.05%,10.89%,0.0172,9.16%
5/19/12,1.91%,10.86%,34.35%,8.53%,0.0181,6.72%
5/21/12,2.36%,11.02%,27.07%,10.86%,0.0174,9.12%
5/22/12,2.35%,11.00%,27.08%,10.84%,0.0177,9.07%
5/23/12,2.35%,11.02%,27.10%,10.84%,0.0174,9.10%
5/24/12,2.35%,11.01%,27.11%,10.82%,0.0178,9.05%
5/25/12,2.36%,11.08%,27.15%,10.84%,0.0174,9.10%
5/29/12,2.34%,11.08%,27.17%,10.80%,0.0175,9.06%
5/30/12,2.37%,11.06%,27.18%,10.83%,0.0162,9.21%
5/31/12,2.37%,11.12%,27.16%,10.87%,0.0156,9.31%
6/12/12,2.30%,10.82%,28.76%,10.31%,0.0159,8.73%
6/13/12,2.03%,11.86%,31.17%,9.89%,0.0286,7.04%
6/13/12,2.38%,11.02%,27.33%,10.82%,0.0159,9.23%
6/14/12,2.35%,11.01%,27.34%,10.78%,0.0164,9.14%
6/15/12,2.33%,11.02%,27.34%,10.74%,0.0158,9.16%
6/16/12,2.12%,11.12%,35.96%,9.17%,0.0239,6.78%
6/17/12,1.90%,11.93%,35.61%,9.21%,0.0234,6.87%
6/18/12,2.06%,13.57%,33.51%,10.38%,0.029,7.48%
6/18/12,2.33%,11.05%,27.38%,10.72%,0.0157,9.14%
6/19/12,1.90%,10.87%,34.36%,8.50%,0.0184,6.66%
6/19/12,2.30%,11.08%,27.39%,10.70%,0.0162,9.08%
6/20/12,2.31%,11.26%,27.39%,10.76%,0.0166,9.10%
6/21/12,2.36%,11.25%,27.40%,10.85%,0.0162,9.24%
6/22/12,2.35%,11.26%,27.40%,10.86%,0.0167,9.18%
6/25/12,2.38%,11.29%,27.41%,10.92%,0.016,9.32%
6/26/12,2.35%,11.30%,27.43%,10.93%,0.0163,9.30%
6/27/12,2.35%,11.24%,27.44%,10.88%,0.0162,9.26%
6/28/12,2.36%,11.22%,27.46%,10.86%,0.0158,9.29%
6/29/12,2.30%,11.24%,27.48%,10.77%,0.0165,9.12%
7/12/12,2.29%,10.81%,28.77%,10.30%,0.0162,8.68%
7/13/12,2.31%,11.34%,27.43%,10.84%,0.0149,9.35%
7/15/12,2.12%,11.48%,34.58%,9.33%,0.0223,7.11%
7/16/12,2.09%,11.13%,35.96%,9.12%,0.0234,6.78%
7/16/12,2.32%,11.31%,27.44%,10.81%,0.0147,9.34%
7/17/12,1.89%,11.97%,35.61%,9.21%,0.0236,6.85%
7/17/12,2.30%,11.29%,27.44%,10.76%,0.0151,9.25%
7/18/12,2.10%,13.54%,33.55%,10.48%,0.0285,7.64%
7/18/12,2.29%,11.15%,27.52%,10.69%,0.0149,9.19%
7/19/12,2.29%,11.15%,27.55%,10.63%,0.0151,9.12%
7/20/12,2.31%,11.08%,27.60%,10.63%,0.0146,9.17%
7/23/12,2.33%,11.09%,27.61%,10.66%,0.0143,9.23%
7/24/12,2.35%,11.11%,27.64%,10.71%,0.0139,9.32%
7/25/12,2.36%,11.12%,27.67%,10.72%,0.014,9.32%
7/26/12,2.32%,11.00%,27.73%,10.62%,0.0144,9.18%
7/27/12,2.28%,10.98%,27.81%,10.51%,0.0155,8.97%
7/30/12,2.28%,10.94%,27.80%,10.47%,0.015,8.96%
7/31/12,2.29%,10.93%,27.93%,10.47%,0.0147,9.00%
8/13/12,2.26%,10.90%,28.00%,10.39%,0.0166,8.72%
8/14/12,1.99%,11.73%,33.50%,9.41%,0.0226,7.16%
8/14/12,2.26%,10.90%,28.00%,10.39%,0.0174,8.65%
8/15/12,2.14%,11.52%,34.60%,9.37%,0.0222,7.15%
8/15/12,2.25%,10.91%,28.00%,10.38%,0.0182,8.57%
8/16/12,2.09%,11.08%,35.96%,9.09%,0.0241,6.68%
8/16/12,2.23%,10.91%,28.10%,10.37%,0.0184,8.53%
8/17/12,1.88%,11.97%,35.61%,9.19%,0.0238,6.81%
8/17/12,2.23%,10.92%,28.15%,10.36%,0.0181,8.55%
8/20/12,2.23%,11.13%,28.15%,10.44%,0.0181,8.63%
8/21/12,2.24%,11.13%,28.15%,10.48%,0.018,8.69%
8/22/12,2.24%,11.13%,28.16%,10.49%,0.0169,8.80%
8/23/12,2.26%,11.13%,28.16%,10.52%,0.0168,8.84%
8/24/12,2.24%,11.13%,28.16%,10.50%,0.0169,8.82%
8/27/12,2.25%,11.13%,28.13%,10.50%,0.0165,8.85%
8/28/12,2.25%,11.15%,28.14%,10.50%,0.0163,8.87%
8/29/12,2.25%,11.13%,28.14%,10.49%,0.0165,8.84%
8/30/12,2.26%,11.12%,28.14%,10.51%,0.0162,8.89%
8/31/12,2.25%,11.13%,28.14%,10.51%,0.0155,8.96%
9/13/12,2.02%,11.90%,31.20%,9.89%,0.0284,7.06%
9/13/12,2.18%,11.00%,28.13%,10.27%,0.0172,8.55%
9/14/12,1.99%,11.70%,33.52%,9.41%,0.0221,7.20%
9/14/12,2.17%,11.02%,28.15%,10.26%,0.0187,8.39%
9/15/12,2.16%,11.51%,34.61%,9.41%,0.0222,7.19%
9/16/12,2.08%,11.08%,35.96%,9.05%,0.0247,6.59%
9/17/12,2.18%,11.01%,28.16%,10.25%,0.0184,8.41%
9/18/12,2.19%,11.01%,28.18%,10.25%,0.0181,8.45%
9/19/12,1.90%,10.78%,34.32%,8.49%,0.0182,6.67%
9/19/12,2.19%,11.02%,28.18%,10.24%,0.0177,8.47%
9/20/12,2.19%,11.00%,28.17%,10.23%,0.0176,8.47%
9/21/12,2.19%,11.02%,28.16%,10.23%,0.0175,8.48%
9/24/12,2.20%,11.07%,28.15%,10.25%,0.0171,8.54%
9/25/12,2.22%,11.14%,28.14%,10.32%,0.0167,8.65%
9/26/12,2.24%,11.05%,28.12%,10.33%,0.0161,8.72%
9/27/12,2.22%,11.08%,28.12%,10.31%,0.0165,8.66%
9/28/12,2.23%,11.07%,28.13%,10.31%,0.0163,8.68%
10/12/12,2.30%,10.84%,28.79%,10.32%,0.0162,8.70%
10/13/12,2.03%,11.83%,31.21%,9.89%,0.028,7.09%
10/14/12,2.02%,11.70%,33.53%,9.47%,0.0216,7.31%
10/15/12,2.16%,11.51%,34.64%,9.41%,0.0223,7.18%
10/15/12,2.22%,11.13%,29.05%,10.48%,0.0166,8.81%
10/16/12,2.20%,11.08%,29.04%,10.40%,0.0172,8.68%
10/17/12,2.19%,11.11%,29.09%,10.39%,0.0182,8.57%
10/18/12,2.09%,13.57%,33.51%,10.48%,0.0286,7.62%
10/18/12,2.20%,11.11%,29.12%,10.41%,0.0183,8.57%
10/19/12,1.90%,10.75%,34.30%,8.49%,0.0184,6.64%
10/19/12,2.24%,11.04%,29.02%,10.46%,0.0176,8.69%
10/22/12,2.24%,10.46%,28.83%,10.23%,0.0181,8.42%
10/23/12,2.27%,10.91%,28.85%,10.38%,0.0176,8.62%
10/24/12,2.28%,10.92%,28.86%,10.46%,0.0179,8.67%
10/25/12,2.28%,10.91%,28.87%,10.45%,0.0182,8.62%
10/26/12,2.28%,10.92%,28.92%,10.46%,0.0175,8.71%
10/31/12,2.28%,10.82%,28.66%,10.42%,0.0169,8.73%
11/12/12,2.29%,10.85%,28.79%,10.29%,0.0165,8.64%
11/13/12,2.06%,11.84%,31.21%,9.94%,0.0285,7.09%
11/13/12,2.35%,10.91%,28.62%,10.58%,0.0159,8.98%
11/14/12,2.01%,11.70%,33.55%,9.46%,0.0216,7.30%
11/14/12,2.38%,10.90%,28.60%,10.64%,0.0159,9.05%
11/15/12,2.20%,11.50%,34.61%,9.48%,0.0213,7.36%
11/15/12,2.39%,10.83%,28.64%,10.63%,0.0159,9.04%
11/16/12,2.38%,10.84%,28.65%,10.60%,0.0158,9.02%
11/17/12,1.88%,11.94%,35.62%,9.17%,0.0239,6.78%
11/18/12,2.09%,13.59%,33.51%,10.48%,0.0288,7.60%
11/19/12,1.90%,10.72%,34.30%,8.46%,0.0179,6.67%
11/19/12,2.33%,10.84%,28.63%,10.50%,0.0161,8.89%
11/20/12,2.33%,10.84%,28.65%,10.48%,0.0167,8.81%
11/21/12,2.33%,10.83%,28.65%,10.46%,0.0168,8.78%
11/23/12,2.30%,10.84%,28.65%,10.39%,0.0169,8.70%
11/26/12,2.30%,10.82%,28.68%,10.39%,0.0166,8.73%
11/27/12,2.32%,10.82%,28.68%,10.41%,0.0164,8.78%
11/28/12,2.30%,10.83%,28.69%,10.38%,0.0163,8.75%
